node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
BRCA1	RPA3	988359	976606	ENSP00000350283	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RFC4	POLD1	981740	978920	ENSP00000296273	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.385	0.900	0.000	0.934
TRADD	RIPK1	987063	978509	ENSP00000341268	ENSP00000259808	0.000	0.000	0.000	0.583	0.000	0.846	0.900	0.000	0.983
RIPK1	TNFRSF10A	978509	976441	ENSP00000259808	ENSP00000221132	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
LIG3	RAD52	991843	988506	ENSP00000367787	ENSP00000351284	0.000	0.000	0.000	0.000	0.000	0.355	0.000	0.000	0.355
IKBKG	FASLG	989953	989529	ENSP00000358622	ENSP00000356694	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
POLE	TOPBP1	984840	978617	ENSP00000322570	ENSP00000260810	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
XPC	POLD1	980908	978920	ENSP00000285021	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.191	0.900	0.000	0.913
ERCC5	NTHL1	987985	976340	ENSP00000347978	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
PRKACG	BAD	991572	983354	ENSP00000366488	ENSP00000309103	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
ERCC4	OGG1	983532	983033	ENSP00000310520	ENSP00000306561	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.160
TNFRSF10D	CASP10	983501	980968	ENSP00000310263	ENSP00000286186	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IKBKB	TRAF2	986774	977592	ENSP00000339151	ENSP00000247668	0.000	0.000	0.000	0.000	0.000	0.974	0.800	0.000	0.994
PIK3R4	ATM	988179	980514	ENSP00000349205	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
MNAT1	CCNH	978667	978238	ENSP00000261245	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.905	0.900	0.000	0.989
EME1	MUS81	986874	983204	ENSP00000339897	ENSP00000307853	0.000	0.000	0.000	0.496	0.000	0.997	0.000	0.000	0.996
FADD	IL1R1	982467	977047	ENSP00000301838	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
MPG	APEX1	976373	976233	ENSP00000219431	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
OGG1	APEX1	983033	976233	ENSP00000306561	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.576	0.900	0.000	0.954
AKT2	PIK3CG	993239	988630	ENSP00000375892	ENSP00000352121	0.000	0.000	0.000	0.000	0.000	0.225	0.800	0.000	0.834
EXO1	FEN1	983715	982899	ENSP00000311873	ENSP00000305480	0.000	0.000	0.000	0.750	0.000	0.581	0.000	0.000	0.581
PIK3CD	NTRK1	991590	988539	ENSP00000366563	ENSP00000351486	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
RAD23A	SHFM1	984699	977636	ENSP00000321365	ENSP00000248566	0.000	0.000	0.000	0.000	0.000	0.435	0.000	0.000	0.435
POLE	POLD1	984840	978920	ENSP00000322570	ENSP00000262266	0.000	0.000	0.000	0.427	0.000	0.744	0.000	0.000	0.744
NGF	IKBKB	989928	986774	ENSP00000358525	ENSP00000339151	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RPA2	DDB2	990895	978247	ENSP00000363021	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.358	0.000	0.000	0.358
CASP8	TRAF2	988504	977592	ENSP00000351273	ENSP00000247668	0.000	0.000	0.000	0.000	0.000	0.993	0.000	0.000	0.992
PCNA	DDB1	991950	982456	ENSP00000368438	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.440	0.000	0.000	0.440
RAD52	POLE	988506	984840	ENSP00000351284	ENSP00000322570	0.000	0.000	0.000	0.000	0.000	0.254	0.000	0.000	0.254
RFC5	PARP1	996982	989329	ENSP00000408295	ENSP00000355759	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
POLD2	RFC3	993523	992135	ENSP00000379148	ENSP00000369411	0.000	0.000	0.000	0.000	0.000	0.235	0.900	0.000	0.918
PIK3R1	GTF2H1	980292	979693	ENSP00000274335	ENSP00000265963	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
OGG1	MSH2	983033	977012	ENSP00000306561	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
XRCC6	ERCC5	988652	987985	ENSP00000352257	ENSP00000347978	0.000	0.000	0.000	0.000	0.000	0.358	0.000	0.000	0.358
RPA2	RFC1	990895	978706	ENSP00000363021	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.602	0.000	0.000	0.601
EXO1	MSH6	983715	977074	ENSP00000311873	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.238
BID	BCL2L1	984404	982553	ENSP00000318822	ENSP00000302564	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
CASP8	BIRC3	988504	979190	ENSP00000351273	ENSP00000263464	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC5	GTF2H3	987985	976839	ENSP00000347978	ENSP00000228955	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ATR	TP53	987414	979979	ENSP00000343741	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.999	0.800	0.000	0.999
XPA	ERCC4	991140	983532	ENSP00000364270	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.667	0.900	0.000	0.964
POLD2	RAD17	993523	992299	ENSP00000379148	ENSP00000370151	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
TRADD	BIRC3	987063	979190	ENSP00000341268	ENSP00000263464	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XRCC1	PARP2	979056	977736	ENSP00000262887	ENSP00000250416	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
IRAK2	IL1R1	978202	977047	ENSP00000256458	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
FAS	BID	987986	984404	ENSP00000347979	ENSP00000318822	0.000	0.000	0.000	0.000	0.000	0.538	0.000	0.000	0.538
XRCC5	RAD50	985622	979585	ENSP00000329528	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.577	0.000	0.000	0.577
ERCC2	POLD1	993226	978920	ENSP00000375809	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.384	0.000	0.000	0.384
RAD52	EXO1	988506	983715	ENSP00000351284	ENSP00000311873	0.000	0.000	0.000	0.000	0.000	0.240	0.000	0.000	0.240
MSH3	POLD1	979536	978920	ENSP00000265081	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.351	0.000	0.000	0.351
RAD52	PNKP	988506	984941	ENSP00000351284	ENSP00000323511	0.000	0.000	0.000	0.000	0.000	0.356	0.000	0.000	0.356
MLH3	ATM	987993	980514	ENSP00000348020	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
BRCA2	MLH3	992153	987993	ENSP00000369497	ENSP00000348020	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3R1	AKT1	980292	980037	ENSP00000274335	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
RAD17	CHEK1	992299	980540	ENSP00000370151	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.387	0.900	0.000	0.934
DFFB	DFFA	991786	991513	ENSP00000367454	ENSP00000366237	0.000	0.000	0.000	0.000	0.000	0.990	0.900	0.000	0.998
ERCC2	ERCC8	993226	979523	ENSP00000375809	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD17	MRE11A	992299	985197	ENSP00000370151	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
RAD52	CHEK1	988506	980540	ENSP00000351284	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.233	0.000	0.000	0.232
RAD52	MUS81	988506	983204	ENSP00000351284	ENSP00000307853	0.000	0.000	0.000	0.000	0.000	0.667	0.000	0.000	0.667
XRCC6	PRKDC	988652	983877	ENSP00000352257	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
FADD	IL1RAP	982467	975818	ENSP00000301838	ENSP00000072516	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
IL1A	IRAK2	979164	978202	ENSP00000263339	ENSP00000256458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
BAD	PRKAR2A	983354	979629	ENSP00000309103	ENSP00000265563	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PMS2L3	POLD1	982611	978920	ENSP00000302965	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.234	0.000	0.000	0.234
XPA	FEN1	991140	982899	ENSP00000364270	ENSP00000305480	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
ERCC2	RAD51	993226	979855	ENSP00000375809	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
ORC1L	RFC1	990384	978706	ENSP00000360621	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.206	0.000	0.000	0.205
RFC3	CHEK1	992135	980540	ENSP00000369411	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IKBKG	TRAF2	989953	977592	ENSP00000358622	ENSP00000247668	0.000	0.000	0.000	0.000	0.000	0.620	0.800	0.000	0.918
PCNA	MLH1	991950	976973	ENSP00000368438	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
POLD1	DMC1	978920	976139	ENSP00000262266	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.351	0.000	0.000	0.351
DCLRE1C	MSH2	991797	977012	ENSP00000367527	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.358	0.000	0.000	0.358
PCNA	RFC4	991950	981740	ENSP00000368438	ENSP00000296273	0.000	0.000	0.000	0.000	0.000	0.989	0.900	0.000	0.998
PCNA	MLH3	991950	987993	ENSP00000368438	ENSP00000348020	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.230
AKT2	BCL2	993239	985632	ENSP00000375892	ENSP00000329623	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CHEK2	RAD1	992579	987003	ENSP00000372023	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.671	0.000	0.000	0.671
RFC4	TOPBP1	981740	978617	ENSP00000296273	ENSP00000260810	0.000	0.000	0.000	0.000	0.000	0.227	0.900	0.000	0.917
POLE	NTHL1	984840	976340	ENSP00000322570	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.252	0.000	0.000	0.252
XPC	CCNH	980908	978238	ENSP00000285021	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
RAD51	POLD1	979855	978920	ENSP00000267868	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.491	0.000	0.000	0.491
RAD23B	DDB1	988422	982456	ENSP00000350708	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PRKACA	PRKAR2B	983418	979652	ENSP00000309591	ENSP00000265717	0.000	0.000	0.000	0.000	0.000	0.386	0.360	0.000	0.580
ATM	MLH1	980514	976973	ENSP00000278616	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.333	0.900	0.000	0.928
CASP8	TNFSF10	988504	977287	ENSP00000351273	ENSP00000241261	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
IL1B	IL1R1	979165	977047	ENSP00000263341	ENSP00000233946	0.000	0.000	0.000	0.000	0.000	0.983	0.900	0.000	0.998
MUS81	UNG	983204	977329	ENSP00000307853	ENSP00000242576	0.000	0.000	0.000	0.000	0.000	0.291	0.000	0.000	0.291
RAD54L	RAD1	990469	987003	ENSP00000361043	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.227	0.000	0.000	0.227
ATM	CDC6	980514	976059	ENSP00000278616	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
FADD	TNFSF10	982467	977287	ENSP00000301838	ENSP00000241261	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
PIK3R1	PIK3R5	980292	979978	ENSP00000274335	ENSP00000269300	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MUS81	CHEK1	983204	980540	ENSP00000307853	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
FAS	FADD	987986	982467	ENSP00000347979	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
CASP9	CASP7	985709	982057	ENSP00000330237	ENSP00000298700	0.000	0.000	0.000	0.807	0.000	0.620	0.900	0.000	0.959
LIG4	RAD1	988208	987003	ENSP00000349393	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.160
DCLRE1C	XRCC6	991797	988652	ENSP00000367527	ENSP00000352257	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IRAK2	IL1RAP	978202	975818	ENSP00000256458	ENSP00000072516	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CHEK2	XRCC6	992579	988652	ENSP00000372023	ENSP00000352257	0.000	0.000	0.000	0.000	0.000	0.670	0.000	0.000	0.669
XPC	DMC1	980908	976139	ENSP00000285021	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.191	0.000	0.000	0.191
PIK3R1	AKT3	980292	979261	ENSP00000274335	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
NTRK1	PIK3CA	988539	979288	ENSP00000351486	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
EXO1	MLH1	983715	976973	ENSP00000311873	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.998
RFC3	RFC1	992135	978706	ENSP00000369411	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
PRKACG	IL3RA	991572	985410	ENSP00000366488	ENSP00000327890	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FASLG	FADD	989529	982467	ENSP00000356694	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.981	0.900	0.000	0.997
AKT2	PIK3CB	993239	981143	ENSP00000375892	ENSP00000289153	0.000	0.000	0.000	0.000	0.000	0.237	0.800	0.000	0.837
PIK3CA	IL1B	979288	979165	ENSP00000263967	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC2	GTF2H2	993226	980301	ENSP00000375809	ENSP00000274400	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
MRE11A	FEN1	985197	982899	ENSP00000325863	ENSP00000305480	0.000	0.000	0.000	0.000	0.000	0.760	0.000	0.000	0.760
XRCC5	RFC1	985622	978706	ENSP00000329528	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
TNFRSF10D	FADD	983501	982467	ENSP00000310263	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
XAB2	DDB1	988481	982456	ENSP00000351137	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
PPP3CA	PPP3CB	993449	993447	ENSP00000378323	ENSP00000378306	0.000	0.000	0.000	0.969	0.000	0.000	0.900	0.000	0.899
RAD51	RPA1	979855	978067	ENSP00000267868	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.918	0.000	0.000	0.917
ERCC2	GTF2H5	993226	989395	ENSP00000375809	ENSP00000356067	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
IKBKG	TNFRSF10A	989953	976441	ENSP00000358622	ENSP00000221132	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PCNA	TP53	991950	979979	ENSP00000368438	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
RFC5	RAD17	996982	992299	ENSP00000408295	ENSP00000370151	0.000	0.000	0.000	0.641	0.000	0.845	0.900	0.000	0.983
CASP6	BIRC2	979557	976784	ENSP00000265164	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
MRE11A	MSH2	985197	977012	ENSP00000325863	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
RIPK1	NFKB2	978509	975943	ENSP00000259808	ENSP00000189444	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CASP8	CASP3	988504	983604	ENSP00000351273	ENSP00000311032	0.000	0.000	0.000	0.874	0.000	0.989	0.900	0.000	0.998
IL3	PIK3R1	981850	980292	ENSP00000296870	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FADD	TNFRSF10A	982467	976441	ENSP00000301838	ENSP00000221132	0.000	0.000	0.000	0.000	0.000	0.973	0.900	0.000	0.997
RAD23B	ERCC5	988422	987985	ENSP00000350708	ENSP00000347978	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
MSH5	OGG1	991269	983033	ENSP00000364894	ENSP00000306561	0.000	0.000	0.000	0.000	0.000	0.202	0.000	0.000	0.201
RAD50	NTHL1	979585	976340	ENSP00000265335	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.252	0.000	0.000	0.252
MAP3K14	FADD	987185	982467	ENSP00000342059	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IKBKB	NFKB2	986774	975943	ENSP00000339151	ENSP00000189444	0.000	0.000	0.000	0.000	0.000	0.284	0.900	0.000	0.923
GTF2H1	ERCC1	979693	975751	ENSP00000265963	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
RAD1	DCLK1	987003	978133	ENSP00000340879	ENSP00000255448	0.000	0.000	0.000	0.000	0.000	0.160	0.000	0.000	0.160
POLD2	POLD3	993523	979230	ENSP00000379148	ENSP00000263681	0.000	0.000	0.000	0.000	0.000	0.997	0.900	0.000	0.999
PARP1	RFC1	989329	978706	ENSP00000355759	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
GTF2H4	CDK7	978518	978199	ENSP00000259895	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.596	0.900	0.000	0.956
XPC	RFC1	980908	978706	ENSP00000285021	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.507	0.000	0.000	0.507
DCLRE1C	ATM	991797	980514	ENSP00000367527	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
MSH6	ERCC1	977074	975751	ENSP00000234420	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.236	0.000	0.000	0.235
XRCC6	EXO1	988652	983715	ENSP00000352257	ENSP00000311873	0.000	0.000	0.000	0.000	0.000	0.671	0.000	0.000	0.671
MSH5	ERCC1	991269	975751	ENSP00000364894	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.236	0.000	0.000	0.235
SMG7	RAD50	986988	979585	ENSP00000340766	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.357
XPA	RPA2	991140	990895	ENSP00000364270	ENSP00000363021	0.000	0.000	0.000	0.000	0.000	0.974	0.000	0.000	0.974
TNFRSF10B	RIPK1	980417	978509	ENSP00000276431	ENSP00000259808	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
GTF2H2	ERCC8	980301	979523	ENSP00000274400	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
